,MONTH,MSCI World,STRAT1-0.0,STRAT1-0.01,STRAT1-0.02,STRAT1-0.03,STRAT1-0.04,STRAT1-0.05,STRAT1-0.06,STRAT1-0.07,STRAT1-0.08,STRAT1-0.09
139,8.199,54653.87627339092,61755.684565058466,61755.684565058466,61755.684565058466,61755.684565058466,61755.684565058466,61755.684565058466,61755.684565058466,61755.684565058466,61755.684565058466,61755.684565058466
140,9.199,48953.84082920841,55514.97779542777,55514.97779542777,55514.97779542777,55514.97779542777,55514.97779542777,55514.97779542777,55514.97779542777,55514.97779542777,55514.97779542777,55514.97779542777
141,10.199,51937.2877574192,59098.287198081176,59098.287198081176,59098.287198081176,59098.287198081176,59098.287198081176,59098.287198081176,59098.287198081176,59098.287198081176,59098.287198081176,59098.287198081176
142,11.199,50056.30844556919,57157.96257996552,57157.96257996552,57157.96257996552,57157.96257996552,57157.96257996552,57157.96257996552,57157.96257996552,57157.96257996552,57157.96257996552,57157.96257996552
143,12.199,51690.661555202656,59224.18677395417,59224.18677395417,59224.18677395417,59224.18677395417,59224.18677395417,59224.18677395417,59224.18677395417,59224.18677395417,59224.18677395417,59224.18677395417
144,1.1991,53696.03839975514,61721.83221358746,61721.83221358746,61721.83221358746,61721.83221358746,61721.83221358746,61721.83221358746,61721.83221358746,61721.83221358746,61721.83221358746,61721.83221358746
145,2.1991,57673.206652070745,66493.45646875318,66493.45646875318,66493.45646875318,66493.45646875318,66493.45646875318,66493.45646875318,66493.45646875318,66493.45646875318,66493.45646875318,66493.45646875318
146,3.1991,60905.15711383389,70419.68515991785,70419.68515991785,70419.68515991785,70419.68515991785,70419.68515991785,70419.68515991785,70419.68515991785,70419.68515991785,70419.68515991785,70419.68515991785
147,4.1991,64633.60909897523,74930.59128625451,74930.59128625451,74930.59128625451,74930.59128625451,74930.59128625451,74930.59128625451,74930.59128625451,74930.59128625451,74930.59128625451,74930.59128625451
148,5.1991,66962.4109913219,77830.401883476,77830.401883476,77830.401883476,77830.401883476,77830.401883476,77830.401883476,77830.401883476,77830.401883476,77830.401883476,77830.401883476
149,6.1991,65151.1265046928,75925.14615219839,75925.14615219839,75925.14615219839,75925.14615219839,75925.14615219839,75925.14615219839,75925.14615219839,75925.14615219839,75925.14615219839,75925.14615219839
150,7.1991,68295.93781870553,79790.0138443987,79790.0138443987,79790.0138443987,79790.0138443987,79790.0138443987,79790.0138443987,79790.0138443987,79790.0138443987,79790.0138443987,79790.0138443987
151,8.1991,66560.46510562068,77962.46438499745,77962.46438499745,77962.46438499745,77962.46438499745,77962.46438499745,77962.46438499745,77962.46438499745,77962.46438499745,77962.46438499745,77962.46438499745
152,9.1991,66401.3431823617,77976.08441822192,77976.08441822192,77976.08441822192,77976.08441822192,77976.08441822192,77976.08441822192,77976.08441822192,77976.08441822192,77976.08441822192,77976.08441822192
153,10.1991,67368.85198393356,79312.24438684707,79312.24438684707,79312.24438684707,79312.24438684707,79312.24438684707,79312.24438684707,79312.24438684707,79312.24438684707,79312.24438684707,79312.24438684707
154,11.1991,62003.58083032291,73195.79866444776,73195.79866444776,73195.79866444776,73195.79866444776,73195.79866444776,73195.79866444776,73195.79866444776,73195.79866444776,73195.79866444776,73195.79866444776
155,12.1991,64385.65318801702,76207.857038545,76207.857038545,76207.857038545,76207.857038545,76207.857038545,76207.857038545,76207.857038545,76207.857038545,76207.857038545,76207.857038545
156,1.1992,63619.82764051358,75501.4140508474,75501.4140508474,75501.4140508474,75501.4140508474,75501.4140508474,75501.4140508474,75501.4140508474,75501.4140508474,75501.4140508474,75501.4140508474
157,2.1992,63883.08438209057,76013.83640382503,76013.83640382503,76013.83640382503,76013.83640382503,76013.83640382503,76013.83640382503,76013.83640382503,76013.83640382503,76013.83640382503,76013.83640382503
158,3.1992,62480.97344079284,74545.47876670226,74545.47876670226,74545.47876670226,74545.47876670226,74545.47876670226,74545.47876670226,74545.47876670226,74545.47876670226,74545.47876670226,74545.47876670226
159,4.1992,62760.410692048805,75078.87279904503,75078.87279904503,75078.87279904503,75078.87279904503,75078.87279904503,75078.87279904503,75078.87279904503,75078.87279904503,75078.87279904503,75078.87279904503
160,5.1992,63989.90289721302,76749.68677016259,76749.68677016259,76749.68677016259,76749.68677016259,76749.68677016259,76749.68677016259,76749.68677016259,76749.68677016259,76749.68677016259,76749.68677016259
161,6.1992,60057.13906322283,72232.71770576795,72232.71770576795,72232.71770576795,72232.71770576795,72232.71770576795,72232.71770576795,72232.71770576795,72232.71770576795,72232.71770576795,72232.71770576795
162,7.1992,57327.54118401762,69149.7395930188,69149.7395930188,69149.7395930188,69149.7395930188,69149.7395930188,69149.7395930188,69149.7395930188,69149.7395930188,69149.7395930188,69149.7395930188
163,8.1992,57222.52105247568,69223.06200318743,69223.06200318743,69223.06200318743,69223.06200318743,69223.06200318743,69223.06200318743,69223.06200318743,69223.06200318743,69223.06200318743,69223.06200318743
164,9.1992,57988.96907079799,70350.24727427836,70350.24727427836,70350.24727427836,70350.24727427836,70350.24727427836,70350.24727427836,70350.24727427836,70350.24727427836,70350.24727427836,70350.24727427836
165,10.1992,58745.71348590757,71468.30389055292,71468.30389055292,71468.30389055292,71468.30389055292,71468.30389055292,71468.30389055292,71468.30389055292,71468.30389055292,71468.30389055292,71468.30389055292
166,11.1992,63694.45082345413,77688.79190452771,77688.79190452771,77688.79190452771,77688.79190452771,77688.79190452771,77688.79190452771,77688.79190452771,77688.79190452771,77688.79190452771,77688.79190452771
167,12.1992,64147.67490780602,78441.59408933544,78441.59408933544,78441.59408933544,78441.59408933544,78441.59408933544,78441.59408933544,78441.59408933544,78441.59408933544,78441.59408933544,78441.59408933544
168,1.1993,65599.61932989054,80417.07286017349,80417.07286017349,80417.07286017349,80417.07286017349,80417.07286017349,80417.07286017349,80417.07286017349,80417.07286017349,80417.07286017349,80417.07286017349
169,2.1993,68806.64596649997,84548.49345887847,84548.49345887847,84548.49345887847,84548.49345887847,84548.49345887847,84548.49345887847,84548.49345887847,84548.49345887847,84548.49345887847,84548.49345887847
170,3.1993,73133.88249791604,90065.73170574171,90065.73170574171,90065.73170574171,90065.73170574171,90065.73170574171,90065.73170574171,90065.73170574171,90065.73170574171,90065.73170574171,90065.73170574171
171,4.1993,73900.18254079277,91209.44441058546,91209.44441058546,91209.44441058546,91209.44441058546,91209.44441058546,91209.44441058546,91209.44441058546,91209.44441058546,91209.44441058546,91209.44441058546
172,5.1993,75770.08643780077,93717.32633568278,93717.32633568278,93717.32633568278,93717.32633568278,93717.32633568278,93717.32633568278,93717.32633568278,93717.32633568278,93717.32633568278,93717.32633568278
173,6.1993,77307.02050765016,95818.30544963355,95818.30544963355,95818.30544963355,95818.30544963355,95818.30544963355,95818.30544963355,95818.30544963355,95818.30544963355,95818.30544963355,95818.30544963355
174,7.1993,82225.0945110299,102114.01983605349,102114.01983605349,102114.01983605349,102114.01983605349,102114.01983605349,102114.01983605349,102114.01983605349,102114.01983605349,102114.01983605349,102114.01983605349
175,8.1993,86630.80170810358,107785.39660721032,107785.39660721032,107785.39660721032,107785.39660721032,107785.39660721032,107785.39660721032,107785.39660721032,107785.39660721032,107785.39660721032,107785.39660721032
176,9.1993,81629.71661846779,101763.0838821236,101763.0838821236,101763.0838821236,101763.0838821236,101763.0838821236,101763.0838821236,101763.0838821236,101763.0838821236,101763.0838821236,101763.0838821236
177,10.1993,84843.95986388587,105970.09650633535,105970.09650633535,105970.09650633535,105970.09650633535,105970.09650633535,105970.09650633535,105970.09650633535,105970.09650633535,105970.09650633535,105970.09650633535
178,11.1993,82173.80111756884,102835.06852687287,102835.06852687287,102835.06852687287,102835.06852687287,102835.06852687287,102835.06852687287,102835.06852687287,102835.06852687287,102835.06852687287,102835.06852687287
179,12.1993,86136.48090141875,107994.09977016695,107994.09977016695,107994.09977016695,107994.09977016695,107994.09977016695,107994.09977016695,107994.09977016695,107994.09977016695,107994.09977016695,107994.09977016695
180,1.1994,93042.30076492437,116852.31045546025,116852.31045546025,116852.31045546025,116852.31045546025,116852.31045546025,116852.31045546025,116852.31045546025,116852.31045546025,116852.31045546025,116852.31045546025
181,2.1994,91464.5108432438,115070.75586957863,115070.75586957863,115070.75586957863,115070.75586957863,115070.75586957863,115070.75586957863,115070.75586957863,115070.75586957863,115070.75586957863,115070.75586957863
182,3.1994,85691.7686082059,108008.1158980544,108008.1158980544,108008.1158980544,108008.1158980544,108008.1158980544,108008.1158980544,108008.1158980544,108008.1158980544,108008.1158980544,108008.1158980544
183,4.1994,88576.7385285946,111844.40641445652,111844.40641445652,111844.40641445652,111844.40641445652,111844.40641445652,111844.40641445652,111844.40641445652,111844.40641445652,111844.40641445652,111844.40641445652
184,5.1994,86876.3617709675,109897.36835122565,109897.36835122565,109897.36835122565,109897.36835122565,109897.36835122565,109897.36835122565,109897.36835122565,109897.36835122565,109897.36835122565,109897.36835122565
185,6.1994,85208.77017769284,107987.88858193408,107987.88858193408,107987.88858193408,107987.88858193408,107987.88858193408,107987.88858193408,107987.88858193408,107987.88858193408,107987.88858193408,107987.88858193408
186,7.1994,84133.74721971164,106825.47648318644,106825.47648318644,106825.47648318644,106825.47648318644,106825.47648318644,106825.47648318644,106825.47648318644,106825.47648318644,106825.47648318644,106825.47648318644
187,8.1994,86747.8287619667,110344.60246467932,110344.60246467932,110344.60246467932,110344.60246467932,110344.60246467932,110344.60246467932,110344.60246467932,110344.60246467932,110344.60246467932,110344.60246467932
188,9.1994,83544.41871571058,106469.81450594636,106469.81450594636,106469.81450594636,106469.81450594636,106469.81450594636,106469.81450594636,106469.81450594636,106469.81450594636,106469.81450594636,106469.81450594636
189,10.1994,84259.97079491657,107581.72099010843,107581.72099010843,107581.72099010843,107581.72099010843,107581.72099010843,107581.72099010843,107581.72099010843,107581.72099010843,107581.72099010843,107581.72099010843
190,11.1994,81785.1990511987,104621.97383217418,104621.97383217418,104621.97383217418,104621.97383217418,104621.97383217418,104621.97383217418,104621.97383217418,104621.97383217418,104621.97383217418,104621.97383217418
191,12.1994,84246.46810984582,107970.49984953484,107970.49984953484,107970.49984953484,107970.49984953484,107970.49984953484,107970.49984953484,107970.49984953484,107970.49984953484,107970.49984953484,107970.49984953484
192,1.1995,81266.12337183832,104350.88202689767,104350.88202689767,104350.88202689767,104350.88202689767,104350.88202689767,104350.88202689767,104350.88202689767,104350.88202689767,104350.88202689767,104350.88202689767
193,2.1995,81528.84341969769,104888.23131320279,104888.23131320279,104888.23131320279,104888.23131320279,104888.23131320279,104888.23131320279,104888.23131320279,104888.23131320279,104888.23131320279,104888.23131320279
194,3.1995,82118.7708814733,105847.1829366203,105847.1829366203,105847.1829366203,105847.1829366203,105847.1829366203,105847.1829366203,105847.1829366203,105847.1829366203,105847.1829366203,105847.1829366203
195,4.1995,83336.13589165211,107616.30843070519,107616.30843070519,107616.30843070519,107616.30843070519,107616.30843070519,107616.30843070519,107616.30843070519,107616.30843070519,107616.30843070519,107616.30843070519
196,5.1995,85328.47281298498,110389.11724083287,110389.11724083287,110389.11724083287,110389.11724083287,110389.11724083287,110389.11724083287,110389.11724083287,110389.11724083287,110389.11724083287,110389.11724083287
197,6.1995,84571.50239243411,109609.82751786814,109609.82751786814,109609.82751786814,109609.82751786814,109609.82751786814,109609.82751786814,109609.82751786814,109609.82751786814,109609.82751786814,109609.82751786814
198,7.1995,87752.24032544371,113932.25796256971,113932.25796256971,113932.25796256971,113932.25796256971,113932.25796256971,113932.25796256971,113932.25796256971,113932.25796256971,113932.25796256971,113932.25796256971
199,8.1995,88375.50408205789,114941.46632960324,114941.46632960324,114941.46632960324,114941.46632960324,114941.46632960324,114941.46632960324,114941.46632960324,114941.46632960324,114941.46632960324,114941.46632960324
200,9.1995,92097.03443530512,119981.7007388484,119981.7007388484,119981.7007388484,119981.7007388484,119981.7007388484,119981.7007388484,119981.7007388484,119981.7007388484,119981.7007388484,119981.7007388484
201,10.1995,89217.37093241034,116430.14753465037,116430.14753465037,116430.14753465037,116430.14753465037,116430.14753465037,116430.14753465037,116430.14753465037,116430.14753465037,116430.14753465037,116430.14753465037
202,11.1995,92495.14614665232,120907.69850696868,120907.69850696868,120907.69850696868,120907.69850696868,120907.69850696868,120907.69850696868,120907.69850696868,120907.69850696868,120907.69850696868,120907.69850696868
203,12.1995,96687.24930833216,126587.52708498797,126587.52708498797,126587.52708498797,126587.52708498797,126587.52708498797,126587.52708498797,126587.52708498797,126587.52708498797,126587.52708498797,126587.52708498797
204,1.1996,99611.20517696098,130615.70862250394,130615.70862250394,130615.70862250394,130615.70862250394,130615.70862250394,130615.70862250394,130615.70862250394,130615.70862250394,130615.70862250394,130615.70862250394
205,2.1996,100773.132381904,132339.29168699737,132339.29168699737,132339.29168699737,132339.29168699737,132339.29168699737,132339.29168699737,132339.29168699737,132339.29168699737,132339.29168699737,132339.29168699737
206,3.1996,102363.81708397644,134628.2422018214,134628.2422018214,134628.2422018214,134628.2422018214,134628.2422018214,134628.2422018214,134628.2422018214,134628.2422018214,134628.2422018214,134628.2422018214
207,4.1996,105642.96432969705,139140.9558362704,139140.9558362704,139140.9558362704,139140.9558362704,139140.9558362704,139140.9558362704,139140.9558362704,139140.9558362704,139140.9558362704,139140.9558362704
208,5.1996,106995.484505048,141122.34233162526,141122.34233162526,141122.34233162526,141122.34233162526,141122.34233162526,141122.34233162526,141122.34233162526,141122.34233162526,141122.34233162526,141122.34233162526
209,6.1996,106681.28624976898,140907.92863980823,140907.92863980823,140907.92863980823,140907.92863980823,140907.92863980823,140907.92863980823,140907.92863980823,140907.92863980823,140907.92863980823,140907.92863980823
210,7.1996,101326.26425399986,134034.8506542485,134034.8506542485,134034.8506542485,134034.8506542485,134034.8506542485,134034.8506542485,134034.8506542485,134034.8506542485,134034.8506542485,134034.8506542485
211,8.1996,101540.89491783836,134518.76508833145,134518.76508833145,134518.76508833145,134518.76508833145,134518.76508833145,134518.76508833145,134518.76508833145,134518.76508833145,134518.76508833145,134518.76508833145
212,9.1996,106409.88365052524,141169.07608943112,141169.07608943112,141169.07608943112,141169.07608943112,141169.07608943112,141169.07608943112,141169.07608943112,141169.07608943112,141169.07608943112,141169.07608943112
213,10.1996,107464.91084963172,142768.73192813335,142768.73192813335,142768.73192813335,142768.73192813335,142768.73192813335,142768.73192813335,142768.73192813335,142768.73192813335,142768.73192813335,142768.73192813335
214,11.1996,112009.60295487124,149006.42296364467,149006.42296364467,149006.42296364467,149006.42296364467,149006.42296364467,149006.42296364467,149006.42296364467,149006.42296364467,149006.42296364467,149006.42296364467
215,12.1996,112633.65152876382,150036.59504977163,150036.59504977163,150036.59504977163,150036.59504977163,150036.59504977163,150036.59504977163,150036.59504977163,150036.59504977163,150036.59504977163,150036.59504977163
216,1.1997,117069.82555107116,156145.91643215856,156145.91643215856,156145.91643215856,156145.91643215856,156145.91643215856,156145.91643215856,156145.91643215856,156145.91643215856,156145.91643215856,156145.91643215856
217,2.1997,123552.63828839756,164992.59144993508,164992.59144993508,164992.59144993508,164992.59144993508,164992.59144993508,164992.59144993508,164992.59144993508,164992.59144993508,164992.59144993508,164992.59144993508
218,3.1997,122491.17455064926,163775.10935285166,163775.10935285166,163775.10935285166,163775.10935285166,163775.10935285166,163775.10935285166,163775.10935285166,163775.10935285166,163775.10935285166,163775.10935285166
219,4.1997,127159.80947713036,170217.2422935953,170217.2422935953,170217.2422935953,170217.2422935953,170217.2422935953,170217.2422935953,170217.2422935953,170217.2422935953,170217.2422935953,170217.2422935953
220,5.1997,134572.05451778104,180339.33886807036,180339.33886807036,180339.33886807036,180339.33886807036,180339.33886807036,180339.33886807036,180339.33886807036,180339.33886807036,180339.33886807036,180339.33886807036
221,6.1997,142847.83689100642,191629.67353786094,191629.67353786094,191629.67353786094,191629.67353786094,191629.67353786094,191629.67353786094,191629.67353786094,191629.67353786094,191629.67353786094,191629.67353786094
222,7.1997,153560.5123052454,206200.6751366743,206200.6751366743,206200.6751366743,206200.6751366743,206200.6751366743,206200.6751366743,206200.6751366743,206200.6751366743,206200.6751366743,206200.6751366743
223,8.1997,147350.23775778493,198061.5338740757,198061.5338740757,198061.5338740757,198061.5338740757,198061.5338740757,198061.5338740757,198061.5338740757,198061.5338740757,198061.5338740757,198061.5338740757
224,9.1997,151256.6138390343,203512.30815387747,203512.30815387747,203512.30815387747,203512.30815387747,203512.30815387747,203512.30815387747,203512.30815387747,203512.30815387747,203512.30815387747,203512.30815387747
225,10.1997,140670.86794401563,189469.4296049877,189469.4296049877,189469.4296049877,189469.4296049877,189469.4296049877,189469.4296049877,189469.4296049877,189469.4296049877,189469.4296049877,189469.4296049877
226,11.1997,140190.5015893399,189022.42471654085,189022.42471654085,189022.42471654085,189022.42471654085,189022.42471654085,189022.42471654085,189022.42471654085,189022.42471654085,189022.42471654085,189022.42471654085
227,12.1997,145703.51622969736,196655.76280295936,196655.76280295936,196655.76280295936,196655.76280295936,196655.76280295936,196655.76280295936,196655.76280295936,196655.76280295936,196655.76280295936,196655.76280295936
228,1.1998,153183.99090702526,206952.14545634043,206952.14545634043,206952.14545634043,206952.14545634043,206952.14545634043,206952.14545634043,206952.14545634043,206952.14545634043,206952.14545634043,206952.14545634043
229,2.1998,163160.93670644032,220631.03659936963,220631.03659936963,220631.03659936963,220631.03659936963,220631.03659936963,220631.03659936963,220631.03659936963,220631.03659936963,220631.03659936963,220631.03659936963
230,3.1998,170652.24659611567,230961.00704333643,230961.00704333643,230961.00704333643,230961.00704333643,230961.00704333643,230961.00704333643,230961.00704333643,230961.00704333643,230961.00704333643,230961.00704333643
231,4.1998,171127.45656904115,231804.15693496176,231804.15693496176,231804.15693496176,231804.15693496176,231804.15693496176,231804.15693496176,231804.15693496176,231804.15693496176,231804.15693496176,231804.15693496176
232,5.1998,166383.9192603877,225578.70254694347,225578.70254694347,225578.70254694347,225578.70254694347,225578.70254694347,225578.70254694347,225578.70254694347,225578.70254694347,225578.70254694347,225578.70254694347
233,6.1998,171544.17313623577,232774.8316157926,232774.8316157926,232774.8316157926,232774.8316157926,232774.8316157926,232774.8316157926,232774.8316157926,232774.8316157926,232774.8316157926,232774.8316157926
234,7.1998,171648.62106685134,233116.5609967279,233116.5609967279,233116.5609967279,233116.5609967279,233116.5609967279,233116.5609967279,233116.5609967279,233116.5609967279,233116.5609967279,233116.5609967279
235,8.1998,148126.53873703408,201371.14304855047,201371.14304855047,201371.14304855047,201371.14304855047,201371.14304855047,201371.14304855047,201371.14304855047,201371.14304855047,201371.14304855047,201371.14304855047
236,9.1998,143689.37233193914,195539.02160354162,195539.02160354162,195539.02160354162,195539.02160354162,195539.02160354162,195539.02160354162,195539.02160354162,195539.02160354162,195539.02160354162,195539.02160354162
237,10.1998,150867.18500687953,205506.91497612174,205506.91497612174,205506.91497612174,205506.91497612174,205506.91497612174,205506.91497612174,205506.91497612174,205506.91497612174,205506.91497612174,205506.91497612174
238,11.1998,164439.9040039111,224195.28014837948,224195.28014837948,224195.28014837948,224195.28014837948,224195.28014837948,224195.28014837948,224195.28014837948,224195.28014837948,224195.28014837948,224195.28014837948
239,12.1998,171348.44221891378,233814.29355580325,233814.29355580325,233814.29355580325,233814.29355580325,233814.29355580325,233814.29355580325,233814.29355580325,233814.29355580325,233814.29355580325,233814.29355580325
240,1.1999,180796.55679470647,246906.7611286973,246906.7611286973,246906.7611286973,246906.7611286973,246906.7611286973,246906.7611286973,246906.7611286973,246906.7611286973,246906.7611286973,246906.7611286973
241,2.1999,181806.6064864919,248486.1463470837,248486.1463470837,248486.1463470837,248486.1463470837,248486.1463470837,248486.1463470837,248486.1463470837,248486.1463470837,248486.1463470837,248486.1463470837
242,3.1999,194214.83370828495,265645.2251447589,265645.2251447589,265645.2251447589,265645.2251447589,265645.2251447589,265645.2251447589,265645.2251447589,265645.2251447589,265645.2251447589,265645.2251447589
243,4.1999,204605.64254084107,280057.6758574913,280057.6758574913,280057.6758574913,280057.6758574913,280057.6758574913,280057.6758574913,280057.6758574913,280057.6758574913,280057.6758574913,280057.6758574913
244,5.1999,199759.49364811045,273624.42186261876,273624.42186261876,273624.42186261876,273624.42186261876,273624.42186261876,273624.42186261876,273624.42186261876,273624.42186261876,273624.42186261876,273624.42186261876
245,6.1999,211639.39614297912,290097.14759183454,290097.14759183454,290097.14759183454,290097.14759183454,290097.14759183454,290097.14759183454,290097.14759183454,290097.14759183454,290097.14759183454,290097.14759183454
246,7.1999,203755.3449302743,279490.3658207862,279490.3658207862,279490.3658207862,279490.3658207862,279490.3658207862,279490.3658207862,279490.3658207862,279490.3658207862,279490.3658207862,279490.3658207862
247,8.1999,205692.81389361137,282347.9840026052,282347.9840026052,282347.9840026052,282347.9840026052,282347.9840026052,282347.9840026052,282347.9840026052,282347.9840026052,282347.9840026052,282347.9840026052
248,9.1999,201913.42143311736,277360.13216774695,277360.13216774695,277360.13216774695,277360.13216774695,277360.13216774695,277360.13216774695,277360.13216774695,277360.13216774695,277360.13216774695,277360.13216774695
249,10.1999,216688.52871432208,297856.08713310334,297856.08713310334,297856.08713310334,297856.08713310334,297856.08713310334,297856.08713310334,297856.08713310334,297856.08713310334,297856.08713310334,297856.08713310334
250,11.1999,230610.35476050669,317192.774508609,317192.774508609,317192.774508609,317192.774508609,317192.774508609,317192.774508609,317192.774508609,317192.774508609,317192.774508609,317192.774508609
251,12.1999,250512.9941823113,344767.8393655308,344767.8393655308,344767.8393655308,344767.8393655308,344767.8393655308,344767.8393655308,344767.8393655308,344767.8393655308,344767.8393655308,344767.8393655308
252,1.2,242288.2800773727,333648.59853886435,333648.59853886435,333648.59853886435,333648.59853886435,333648.59853886435,333648.59853886435,333648.59853886435,333648.59853886435,333648.59853886435,333648.59853886435
253,2.2,244838.15944074243,337359.9680353988,337359.9680353988,337359.9680353988,337359.9680353988,337359.9680353988,337359.9680353988,337359.9680353988,337359.9680353988,337359.9680353988,337359.9680353988
254,3.2,266141.69568614085,366913.8903292315,366913.8903292315,366913.8903292315,366913.8903292315,366913.8903292315,366913.8903292315,366913.8903292315,366913.8903292315,366913.8903292315,366913.8903292315
255,4.2,267986.7222498553,369657.5198514976,369657.5198514976,369657.5198514976,369657.5198514976,369657.5198514976,369657.5198514976,369657.5198514976,369657.5198514976,369657.5198514976,369657.5198514976
256,5.2,255050.1082766076,352012.91696789506,352012.91696789506,352012.91696789506,352012.91696789506,352012.91696789506,352012.91696789506,352012.91696789506,352012.91696789506,352012.91696789506,352012.91696789506
257,6.2,256627.43990774656,354389.905294835,354389.905294835,354389.905294835,354389.905294835,354389.905294835,354389.905294835,354389.905294835,354389.905294835,354389.905294835,354389.905294835
258,7.2,257817.0081875022,356232.64073324285,356232.64073324285,356232.64073324285,356232.64073324285,356232.64073324285,356232.64073324285,356232.64073324285,356232.64073324285,356232.64073324285,356232.64073324285
259,8.2,276243.3113592198,381892.7555796554,381892.7555796554,381892.7555796554,381892.7555796554,381892.7555796554,381892.7555796554,381892.7555796554,381892.7555796554,381892.7555796554,381892.7555796554
260,9.2,265729.3168800189,367557.67668831523,367557.67668831523,367557.67668831523,367557.67668831523,367557.67668831523,367557.67668831523,367557.67668831523,367557.67668831523,367557.67668831523,367557.67668831523
261,10.2,272045.5854659542,376494.36044622364,376494.36044622364,376494.36044622364,376494.36044622364,376494.36044622364,376494.36044622364,376494.36044622364,376494.36044622364,376494.36044622364,376494.36044622364
262,11.2,247639.25543011984,342917.5005793655,342917.5005793655,342917.5005793655,342917.5005793655,342917.5005793655,342917.5005793655,342917.5005793655,342917.5005793655,342917.5005793655,342917.5005793655
263,12.2,234819.9984987017,325366.0841548112,325366.0841548112,325366.0841548112,325366.0841548112,325366.0841548112,325366.0841548112,325366.0841548112,325366.0841548112,325366.0841548112,325366.0841548112
264,1.2001,239650.89705787727,332259.7667934165,332259.7667934165,332259.7667934165,332259.7667934165,332259.7667934165,332259.7667934165,332259.7667934165,332259.7667934165,332259.7667934165,332259.7667934165
265,2.2001,220438.45204394544,305823.0106692837,305823.0106692837,305823.0106692837,305823.0106692837,305823.0106692837,305823.0106692837,305823.0106692837,305823.0106692837,305823.0106692837,305823.0106692837
266,3.2001,215621.61521839644,299340.4218276673,299340.4218276673,299340.4218276673,299340.4218276673,299340.4218276673,299340.4218276673,299340.4218276673,299340.4218276673,299340.4218276673,299340.4218276673
267,4.2001,230368.32081145383,320012.7899078485,320012.7899078485,320012.7899078485,320012.7899078485,320012.7899078485,320012.7899078485,320012.7899078485,320012.7899078485,320012.7899078485,320012.7899078485
268,5.2001,237984.00999649244,330792.0133644014,330792.0133644014,330792.0133644014,330792.0133644014,330792.0133644014,330792.0133644014,330792.0133644014,330792.0133644014,330792.0133644014,330792.0133644014
269,6.2001,230494.193973948,320581.3503880823,320581.3503880823,320581.3503880823,320581.3503880823,320581.3503880823,320581.3503880823,320581.3503880823,320581.3503880823,320581.3503880823,320581.3503880823
270,7.2001,220270.13823347213,306561.2889660786,306561.2889660786,306561.2889660786,306561.2889660786,306561.2889660786,306561.2889660786,306561.2889660786,306561.2889660786,306561.2889660786,306561.2889660786
271,8.2001,200438.5474064957,279160.6432547577,279160.6432547577,279160.6432547577,279160.6432547577,279160.6432547577,279160.6432547577,279160.6432547577,279160.6432547577,279160.6432547577,279160.6432547577
272,9.2001,183290.37078367945,255477.53255268696,255477.53255268696,255477.53255268696,255477.53255268696,255477.53255268696,255477.53255268696,255477.53255268696,255477.53255268696,255477.53255268696,255477.53255268696
273,10.2001,188628.8805784944,263118.5634374863,263118.5634374863,263118.5634374863,263118.5634374863,263118.5634374863,263118.5634374863,263118.5634374863,263118.5634374863,263118.5634374863,263118.5634374863
274,11.2001,202992.3216175121,283354.13784483523,283354.13784483523,283354.13784483523,283354.13784483523,283354.13784483523,283354.13784483523,283354.13784483523,283354.13784483523,283354.13784483523,283354.13784483523
275,12.2001,206217.79621333536,288056.53264458553,288056.53264458553,288056.53264458553,288056.53264458553,288056.53264458553,288056.53264458553,288056.53264458553,288056.53264458553,288056.53264458553,288056.53264458553
276,1.2002,204023.7910288262,285191.8236928899,285191.8236928899,285191.8236928899,285191.8236928899,285191.8236928899,285191.8236928899,285191.8236928899,285191.8236928899,285191.8236928899,285191.8236928899
277,2.2002,201902.08766946688,282426.0301090156,282426.0301090156,282426.0301090156,282426.0301090156,282426.0301090156,282426.0301090156,282426.0301090156,282426.0301090156,282426.0301090156,282426.0301090156
278,3.2002,209031.991104872,292599.52937078977,292599.52937078977,292599.52937078977,292599.52937078977,292599.52937078977,292599.52937078977,292599.52937078977,292599.52937078977,292599.52937078977,292599.52937078977
279,4.2002,195560.7837338328,273942.7557449535,273942.7557449535,273942.7557449535,273942.7557449535,273942.7557449535,273942.7557449535,273942.7557449535,273942.7557449535,273942.7557449535,273942.7557449535
280,5.2002,187977.92151641383,263520.63543732936,263520.63543732936,263520.63543732936,263520.63543732936,263520.63543732936,263520.63543732936,263520.63543732936,263520.63543732936,263520.63543732936,263520.63543732936
281,6.2002,166133.49618426026,233097.58780569694,233097.58780569694,233097.58780569694,233097.58780569694,233097.58780569694,233097.58780569694,233097.58780569694,233097.58780569694,233097.58780569694,233097.58780569694
282,7.2002,155100.92639628492,217818.07606399013,217818.07606399013,217818.07606399013,217818.07606399013,217818.07606399013,217818.07606399013,217818.07606399013,217818.07606399013,217818.07606399013,217818.07606399013
283,8.2002,154575.76544394187,217280.55920370374,217280.55920370374,217280.55920370374,217280.55920370374,217280.55920370374,217280.55920370374,217280.55920370374,217280.55920370374,217280.55920370374,217280.55920370374
284,9.2002,137180.24601685806,193028.4196467665,193028.4196467665,193028.4196467665,193028.4196467665,193028.4196467665,193028.4196467665,193028.4196467665,193028.4196467665,193028.4196467665,193028.4196467665
